FilmID,Title,Release_Date,DirectorID,Lead_Actor_Actress,LanguageID,Industry,GenreID,Budge,First_Day_Collection_Worldwide,Worldwide_Collection,Overseas_Collection,India_Gross_Collection,Verdict,IMDb_Rating,Runtime_mins,OTT_Platform
218,Rustom,12-Aug-16,274,Akshay Kumar,501,Bollywood,654,50,14.1,216,39.2,177,Super Hit,7,148,ZEE5
220,Housefull 3,03-Jun-16,276,Akshay Kumar,501,Bollywood,615,85,15.2,185.7,31.5,154.2,Hit,4.9,140,Disney+ Hotstar
221,Fan,15-Apr-16,277,Shah Rukh Khan,501,Bollywood,627,110,19.1,182.2,69,113.2,Average,6.9,138,Amazon Prime Video
224,Shivaay,28-Oct-16,279,Ajay Devgn,501,Bollywood,683,100,10.2,147.2,8.7,138.5,Below Average,6.1,153,Amazon Prime Video
336,Runway 34,29-Apr-22,279,Ajay Devgn,501,Bollywood,664,80,5,50.7,9,41.7,Disaster,7,145,Amazon Prime Video
226,Dear Zindagi,25-Nov-16,280,Alia Bhatt,501,Bollywood,636,50,8.8,136.1,43.7,92.4,Hit,7.4,151,Netflix
229,Dishoom,29-Jul-16,281,John Abraham,501,Bollywood,684,50,11,119.5,25,94.5,Average,5.2,124,Disney+ Hotstar
230,Mohenjo Daro,12-Aug-16,282,Hrithik Roshan,501,Bollywood,685,115,8.9,107.8,29.2,78.6,Disaster,5.6,155,Netflix
231,Pink,16-Sep-16,283,Amitabh Bachchan,501,Bollywood,654,30,4.3,104.2,15.9,88.3,Super Hit,8,136,Disney+ Hotstar
233,Befikre,09-Dec-16,284,Vaani Kapoor,501,Bollywood,608,65,10.4,99.4,15.7,83.7,Below Average,4.1,130,Amazon Prime Video
243,Force 2,18-Nov-16,287,John Abraham,501,Bollywood,651,40,6.1,58.7,10.5,48.2,Flop,6.2,127,Disney+ Hotstar
246,Kahaani 2,02-Dec-16,289,Vidya Balan,501,Bollywood,689,20,4.3,55.9,11.3,44.6,Average,6.5,127,ZEE5
248,Azhar,13-May-16,291,Emraan Hashmi,501,Bollywood,682,35,6.4,50.1,5.4,44.7,Flop,5.7,130,Amazon Prime Video
249,Happy Bhag Jayegi,24-Aug-18,292,Diana Penty,501,Bollywood,630,20,2.3,46.5,6.5,40,Hit,6.4,126,ZEE5
258,83,23-Dec-21,297,Ranveer Singh,501,Bollywood,692,200,27.6,193,64,129,Flop,7.5,162,Disney+ Hotstar
270,Antim: The Final Truth,25-Nov-21,302,Salman Khan,501,Bollywood,605,50,8.9,58.5,11.7,46.8,Below Average,6.2,138,ZEE5
272,Bellbottom,19-Aug-21,304,Akshay Kumar,501,Bollywood,618,160,2.75,53.7,14.3,39.4,Disaster,6.1,123,Amazon Prime Video
289,Brahmastra Part One: Shiva,09-Sep-22,311,Amitabh Bachchan,501,Bollywood,673,400,70,431,115.5,315.5,Below Average,5.6,167,Disney+ Hotstar
301,Jug Jugg Jeeyo,24-Jun-22,317,Varun Dhawan,501,Bollywood,702,100,11.8,139.5,38.3,101.2,Average,6.1,148,Amazon Prime Video
302,Vikram Vedha,29-Sep-22,318,Saif Ali Khan,501,Bollywood,621,150,20.67,135.44,42.34,93.1,Flop,7.1,160,ZEE5
313,Samrat Prithviraj,03-Jun-22,326,Akshay Kumar,501,Bollywood,696,220,17.5,90.55,10,80.55,Disaster,5.6,135,Amazon Prime Video
319,Bachchhan Paandey,18-Mar-22,328,Akshay Kumar,501,Bollywood,649,165,13.25,74.2,14,60.2,Disaster,5,147,Amazon Prime Video
326,Shamshera,22-Jul-22,331,Ranbir Kapoor,501,Bollywood,698,150,15.15,60.75,13,47.75,Disaster,4.7,178,Amazon Prime Video
337,Thank God,25-Oct-22,334,Sidharth Malhotra,501,Bollywood,712,70,12.55,48.99,6.5,42.49,Disaster,5.6,121,Amazon Prime Video
342,Doctor G,14-Oct-22,338,Ayushmann Khurrana,501,Bollywood,620,25,5.07,44.1,11,33.1,Average,6.6,124,Netflix
354,Jersey,22-Apr-22,348,Shahid Kapoor,501,Bollywood,718,60,4.7,30.75,5.75,25,Disaster,7.3,170,Netflix
357,Badhaai Do,11-Feb-22,351,Rajkummar Rao,501,Bollywood,720,25,1.95,28.15,3,25.15,Flop,7,147,Netflix
360,Jhund,04-Mar-22,353,Amitabh Bachchan,501,Bollywood,682,20,2.75,23,5.7,17.3,Flop,7.4,176,ZEE5
362,Attack,01-Apr-22,355,Jacqueline Fernandez,501,Bollywood,622,55,5.15,22,3.2,18.8,Disaster,6.8,121,ZEE5
366,Chup,23-Sep-22,358,Dulquer Salmaan,501,Bollywood,722,20,4,20,6,14,Flop,7.5,135,ZEE5
373,Shubh Mangal Zyada Saavdhan,21-Feb-20,360,Ayushmann Khurrana,501,Bollywood,724,50,14.2,83,10,73,Average,5.8,117,Amazon Prime Video
379,Thappad,28-Feb-20,361,Taapsee Pannu,501,Bollywood,647,22,3.1,44.5,8.1,36.4,Hit,7,142,Amazon Prime Video
383,Jawaani Jaaneman,31-Jan-20,365,Saif Ali Khan,501,Bollywood,620,40,3.2,42,9.5,32.5,Flop,6.5,119,Amazon Prime Video
385,Bhoot: Part One - The Haunted Ship,21-Feb-20,366,Vicky Kaushal,501,Bollywood,661,30,5.1,39.3,2.8,36.5,Below Average,5.4,114,Amazon Prime Video
394,Bharat,05-Jun-19,111,Salman Khan,501,Bollywood,610,60,65,321,70,251,Hit,4.7,150,Amazon Prime Video
396,Housefull 4,25-Oct-19,328,Akshay Kumar,501,Bollywood,725,25,30.5,296,49,247,Hit,3.6,145,Disney+ Hotstar
399,Gully Boy,15-Feb-19,256,Ranveer Singh,501,Bollywood,727,75,20,235.7,71,164.7,Super Hit,7.9,154,Amazon Prime Video
401,Total Dhamaal,22-Feb-19,334,Ajay Devgn,501,Bollywood,684,5,17,232.1,48.5,183.6,Hit,4.2,130,Disney+ Hotstar
402,Dabangg 3,20-Dec-19,117,Salman Khan,501,Bollywood,649,25,39,218,40,178,Below Average,3,160,Disney+ Hotstar
403,Super 30,12-Jul-19,374,Hrithik Roshan,501,Bollywood,633,90,20,210,39,171,Hit,7.9,154,Disney+ Hotstar
404,Kesari,21-Mar-19,375,Akshay Kumar,501,Bollywood,728,100,27,208.8,25,183.8,Hit,7.4,150,Amazon Prime Video
407,Kalank,19-Apr-19,108,Kriti Sanon,501,Bollywood,636,50,30,146.8,47,99.8,Disaster,3.6,166,Amazon Prime Video
408,Manikarnika: The Queen of Jhansi,25-Jan-19,376,Kangana Ranaut,501,Bollywood,723,0,8.5,142,25.4,116.6,Below Average,6.4,148,ZEE5
410,De De Pyaar De,17-May-19,377,Ajay Devgn,501,Bollywood,608,75,17.5,139,16,123,Hit,6.5,135,Amazon Prime Video
418,Student of the Year 2,10-May-19,380,Tiger Shroff,501,Bollywood,729,75,14,95.5,11,84.5,Flop,2.2,146,Amazon Prime Video
463,Jawan,07-Sep-23,201,Shah Rukh Khan,501,Bollywood,621,300,129.1,1160,400,760,All Time Blockbuster,6.9,169,Netflix
464,Pathaan,25-Jan-23,104,Shah Rukh Khan,501,Bollywood,651,250,104.8,1055,397.5,657.5,All Time Blockbuster,5.8,146,Amazon Prime Video
470,Tiger 3,12-Nov-23,277,Salman Khan,501,Bollywood,651,250,94,464,124.5,339.5,Hit,5.7,155,Amazon Prime Video
471,Dunki,21-Dec-23,101,Taapsee Pannu,501,Bollywood,734,120,58,454,182,272,Hit,6.5,160,Netflix
473,Rocky Aur Rani Kii Prem Kahaani,28-Jul-23,272,Ranveer Singh,501,Bollywood,702,150,23.1,357.5,175,182.5,Hit,6.5,168,Amazon Prime Video
477,Tu Jhoothi Main Makkaar,03-May-23,145,Ranbir Kapoor,501,Bollywood,630,75,22.1,223,48,175,Hit,6,150,Netflix
478,OMG 2,11-Aug-23,408,Pankaj Tripathi,501,Bollywood,620,70,12.1,221.75,43,178.75,Super Hit,7.5,156,Netflix
483,Dream Girl 2,25-Aug-23,410,Ayushmann Khurrana,501,Bollywood,608,75,12.6,142.2,16.2,126,Hit,5.2,134,Netflix
484,Sam Bahadur,01-Dec-23,139,Vicky Kaushal,501,Bollywood,736,60,8.4,130.3,18.5,111.8,Hit,7.7,150,ZEE5
486,Fukrey 3,29-Sep-23,211,Pulkit Samrat,501,Bollywood,733,40,12.4,127.75,14.5,113.25,Hit,5.5,147,Amazon Prime Video
489,Satyaprem Ki Katha,30-Jun-23,412,Kartik Aaryan,501,Bollywood,704,60,9.9,118.5,26,92.5,Hit,6.7,146,Amazon Prime Video
491,Zara Hatke Zara Bachke,02-Jun-23,379,Vicky Kaushal,501,Bollywood,702,35,6.5,116,11.3,104.7,Super Hit,6,132,JioCinema
514,Shehzada,17-Feb-23,281,Kartik Aaryan,501,Bollywood,610,70,8,47.8,10,37.8,Disaster,4.5,142,Netflix
531,Selfiee,24-Feb-23,317,Akshay Kumar,501,Bollywood,732,100,4.3,24.6,4.5,20.1,Disaster,5.7,148,Disney+ Hotstar
544,Fighter,25-Jan-24,104,Hrithik Roshan,501,Bollywood,606,250,35.05,358.83,254.83,254.83,Hit,6.2,166,Netflix
548,Shaitaan,08-Mar-24,374,Ajay Devgn,501,Bollywood,748,80,21.5,213.55,37.5,176.05,Super Hitt,6.5,132,Netflix
553,Crew,29-Mar-24,454,Tabu,501,Bollywood,620,60,19.5,151.35,55,96.35,Super Hitt,5.9,118,Netflix
555,Teri Baaton Mein Aisa Uljha Jiya,09-Feb-24,455,Shahid Kapoor,501,Bollywood,749,70,13.5,139,37.75,101.25,Hit,6.2,141,Amazon Prime Video
559,Bad Newz,19-Jul-24,458,Vicky Kaushal,501,Bollywood,630,80,14,113.75,37,76.75,Average,4.9,142,Amazon Prime Video
560,Bade Miyan Chote Miyan,10-Apr-24,111,Akshay Kumar,501,Bollywood,639,250,31.5,111.49,33,78.49,Disaster,3.9,163,Netflix
561,Article 370,23-Feb-24,459,Yami Gautam,501,Bollywood,627,35,8.6,105.01,12.5,92.51,Super Hitt,7.8,158,Netflix
567,Chandu Champion,14-Jun-24,203,Kartik Aaryan,501,Bollywood,751,90,7.6,87.25,13.75,73.5,Flop,7.9,142,Amazon Prime Video
573,Maidaan,10-Apr-24,138,Ajay Devgn,501,Bollywood,692,100,10.4,71.15,63.4,63.4,Disaster,8,181,Amazon Prime Video
575,Srikanth,10-May-24,465,Rajkummar Rao,501,Bollywood,633,40,2.65,61.4,57.8,57.8,Above Average,7.4,134,Netflix
578,Khel Khel Mein,15-Aug-24,292,Akshay Kumar,501,Bollywood,620,100,7.55,55.25,45.25,45.25,Disaster,6.7,135,Netflix
579,Yodha,15-Mar-24,467,Sidharth Malhotra,501,Bollywood,627,60,5.85,53.5,45,45,Flop,5.7,130,Amazon Prime Video
580,Mr. & Mrs. Mahi,31-May-24,468,Rajkummar Rao,501,Bollywood,718,40,7.6,51.25,41.75,41.75,Below Average,5.9,139,Netflix
583,Kill,05-Jul-24,469,Lakshya,501,Bollywood,621,20,1.5,47.25,28.75,28.75,Super Hit,7.6,105,Disney+ Hotstar
584,Madgaon Express,22-Mar-24,470,Divyendu Sharma,501,Bollywood,620,30,1.8,46.2,42.8,42.8,Hit,7,143,Amazon Prime Video
591,Swatantrya Veer Savarkar,22-Mar-24,475,Randeep Hooda,501,Bollywood,633,25,1.5,31.86,29.11,29.11,Disaster,7.7,176,ZEE5
596,Laapataa Ladies,01-Mar-24,479,Nitanshi Goel,501,Bollywood,620,8,1.4,27.06,24.31,24.31,Disaster,8.4,122,Netflix
597,Merry Christmas,12-Jan-24,480,Vijay Sethupathi,501,Bollywood,753,50,3.45,26.3,23.25,23.25,Hit,6.9,144,Netflix
